pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_dens,st_vsin,rastr,ra,decstr,dec,sy_dist,rowupdate
HD 220773 b,HD 220773,1,1,Radial Velocity,2011,McDonald Observatory,0,3724.70000000,4.940000,,,,,460.80000,1.45000,Msini,,0.510000,,,0,F9,5940.00,,1.16,,4.400,,,23h26m27.47s,351.6144715,+08d38m34.39s,8.6428871,50.5103000,2019-01-28
HD 220842 b,HD 220842,2,1,Radial Velocity,2016,Haute-Provence Observatory,0,218.47000000,0.740000,,,,,1010.69940,3.18000,Msini,,0.404000,,,0,F8,5960.00,,1.13,,,,3.4000,23h26m36.82s,351.6534162,+56d53m13.71s,56.8871415,64.6498000,2016-02-24
HD 221287 b,HD 221287,1,1,Radial Velocity,2007,La Silla Observatory,0,456.10000000,1.250000,,,,,982.05000,3.09000,Msini,,0.080000,,,0,,6304.00,,1.25,0.220,1.300,,,23h31m20.69s,352.8362230,-58d12m35.11s,-58.2097540,55.9231000,2014-05-14
HD 221416 b,HD 221416,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,14.27670000,0.122800,9.170,0.836,60.50000,0.19000,60.50000,0.19000,Mass,0.43100,0.115000,,,0,,5080.00,2.94,1.21,0.712,4.900,0.0670,2.8000,23h32m07.96s,353.0331863,-21d48m04.32s,-21.8012007,95.5483000,2019-04-16
HD 221420 b,HD 221420,1,1,Radial Velocity,2019,Anglo-Australian Telescope,0,8615.41549088,8.416586,,,6363.40183,20.02150,6363.40183,20.02150,Mass,,0.082013,,,0,,,,1.06,,,,,23h33m19.66s,353.3319001,-77d23m07.18s,-77.3853286,31.1415000,2022-09-19
HD 221585 b,HD 221585,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,1173.00000000,2.306000,,,,,511.70630,1.61000,Msini,,0.123000,,,0,G8 IV,5620.00,,1.19,0.422,6.200,,3.7000,23h32m55.05s,353.2293802,+63d09m20.21s,63.1556146,55.8535000,2016-05-18
HD 222076 b,HD 222076,1,1,Radial Velocity,2016,Multiple Observatories,0,871.00000000,1.830000,,,,,495.81480,1.56000,Msini,,0.080000,,,0,K0 III,4806.00,4.10,1.07,0.929,,,,23h38m07.68s,354.5319820,-70d54m11.69s,-70.9032461,91.1538000,2016-11-30
HD 222155 b,HD 222155,1,1,Radial Velocity,2011,Haute-Provence Observatory,0,3999.00000000,5.140000,,,,,673.79960,2.12000,Msini,,0.160000,,,0,,5701.00,1.85,1.21,,,,,23h38m00.61s,354.5025617,+48d59m45.67s,48.9960191,50.6078000,2018-09-04
HD 222582 b,HD 222582,2,1,Radial Velocity,1999,W. M. Keck Observatory,0,572.38000000,1.340000,,,,,2660.23710,8.37000,Msini,,0.730000,,,0,,5790.00,1.13,1.12,,,,,23h41m51.38s,355.4640788,-05d59m10.46s,-5.9862379,42.1586000,2018-09-04
HD 224538 b,HD 224538,1,1,Radial Velocity,2016,Multiple Observatories,0,1202.05198926,2.373375,,,2234.17873,7.02951,2234.17873,7.02951,Mass,,0.475886,,,0,,,,1.23,,,,,23h58m51.94s,359.7164302,-61d35m12.70s,-61.5868613,79.0608000,2022-09-19
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,W. M. Keck Observatory,0,26.69040000,0.191000,,,,,222.48100,0.70000,Msini,,0.104000,,,0,G2 V,5894.00,1.93,1.31,0.610,4.120,,,23h59m54.00s,359.9749837,-22d25m40.80s,-22.4279999,93.5015000,2018-09-25
HD 22496 b,HD 22496,1,1,Radial Velocity,2021,Paranal Observatory,0,5.09071000,0.051000,,,,,5.57000,0.01753,Msini,,,26.00,573,0,,4385.00,0.67,0.68,-1.174,,,,03h35m01.57s,53.7565398,-48d25m04.14s,-48.4178173,13.5956000,2021-09-20
HD 22532 b,HD 22532,1,1,Radial Velocity,2022,La Silla Observatory,0,872.60000000,1.900000,,,,,673.79622,2.12000,Msini,,0.030000,,,0,G8 III/IV,5038.00,5.69,1.57,1.274,,,,03h35m15.56s,53.8148478,-49d25m02.16s,-49.4172669,161.1830000,2022-02-01
HD 22781 b,HD 22781,1,1,Radial Velocity,2011,Haute-Provence Observatory,0,528.07000000,1.167000,,,,,4338.20000,13.65000,Msini,,0.819100,,,0,K1,5027.00,,0.75,,4.800,,1.7300,03h40m49.57s,55.2065581,+31d49m33.19s,31.8258855,32.6034000,2019-01-28
HD 23079 b,HD 23079,1,1,Radial Velocity,2001,Anglo-Australian Telescope,0,730.59998000,1.600000,,,,,829.53630,2.61000,Msini,,0.100000,,,0,,5974.00,1.07,1.12,,,,,03h39m42.77s,54.9281897,-52d54m58.44s,-52.9162344,33.4591000,2018-09-04
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,Anglo-Australian Telescope,0,1211.17000000,2.370000,,,,,485.32641,1.52700,Msini,,0.406000,,,0,,5843.00,1.49,1.21,,4.508,,,03h39m23.79s,54.8491271,-60d04m38.02s,-60.0772290,93.8555000,2019-06-24
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,W. M. Keck Observatory,0,141.63000000,0.567000,,,,,359.14790,1.13000,Msini,,0.130000,,,0,F8 V,6101.00,1.53,1.21,0.470,3.430,,,19h32m04.23s,293.0176220,+16d28m27.68s,16.4743566,108.8770000,2018-09-25
HD 233604 b,HD 233604,1,1,Radial Velocity,2013,McDonald Observatory,0,192.00000000,0.747000,,,,,2089.64400,6.57500,Msini,,0.050000,,,0,K5,4791.00,10.90,1.50,1.750,2.400,,2.0000,09h09m48.84s,137.4535054,+53d34m05.53s,53.5682016,847.0580000,2014-05-14
HD 233832 b,HD 233832,2,1,Radial Velocity,2018,Roque de los Muchachos Observatory,0,2058.00000000,2.827000,,,,,565.73740,1.78000,Msini,,0.359000,,,0,,4981.00,0.68,0.71,,5.417,,0.8000,11h26m04.72s,171.5196515,+50d22m34.72s,50.3763099,58.7420000,2019-11-18
HD 23472 b,HD 23472,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,17.66708700,0.116200,2.000,0.178,8.32000,0.02618,8.32000,0.02618,Mass,6.15000,0.072000,16.00,543,0,K4 V,4684.00,0.71,0.67,-0.625,,2.7069,1.4500,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,2022-10-03
HD 23472 c,HD 23472,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,29.79749000,0.164600,1.870,0.167,3.41000,0.01073,3.41000,0.01073,Mass,3.10000,0.063000,7.96,467,0,K4 V,4684.00,0.71,0.67,-0.625,,2.7069,1.4500,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,2022-10-03
HD 23472 d,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.97664000,0.042980,0.750,0.067,0.55000,0.00173,0.55000,0.00173,Mass,7.50000,0.070000,117.00,909,0,K4 V,4684.00,0.71,0.67,-0.625,,2.7069,1.4500,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,2022-10-03
HD 23472 e,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,7.90754000,0.068000,0.818,0.073,0.72000,0.00227,0.72000,0.00227,Mass,7.50000,0.070000,46.70,723,0,K4 V,4684.00,0.71,0.67,-0.625,,2.7069,1.4500,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,2022-10-03
HD 23472 f,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.16218390,0.090600,1.137,0.101,0.77000,0.00242,0.77000,0.00242,Mass,3.00000,0.070000,26.30,630,0,K4 V,4684.00,0.71,0.67,-0.625,,2.7069,1.4500,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341000,2022-10-03
HD 23596 b,HD 23596,2,1,Radial Velocity,2003,Haute-Provence Observatory,0,1535.11912389,2.692222,,,3674.93800,11.56265,3674.93800,11.56265,Mass,,0.282012,,,0,,,,1.10,,,,,03h48m00.45s,57.0018601,+40d31m50.63s,40.5307308,52.0018000,2022-09-19
HD 238090 b,HD 238090,1,1,Radial Velocity,2020,Multiple Observatories,0,13.67100000,0.093200,,,,,6.89000,0.02168,Msini,,0.300000,8.10,470,0,M0.0 V,3933.00,0.57,0.58,-1.154,,,2.0000,12h12m21.27s,183.0886375,+54d29m10.15s,54.4861530,15.2354000,2021-02-26
HD 238914 b,HD 238914,1,1,Radial Velocity,2018,Multiple Observatories,0,4100.00000000,5.700000,,,,,1906.98000,6.00000,Msini,,0.560000,,,0,,4769.00,12.73,1.47,1.850,,,2.5000,18h38m20.21s,279.5842102,+59d15m13.97s,59.2538819,519.4520000,2018-01-23
HD 240210 b,HD 240210,1,1,Radial Velocity,2009,McDonald Observatory,0,501.75000000,1.160000,,,,,1655.82000,5.21000,Msini,,0.150000,,,0,K3 III,4297.00,,0.82,1.550,,,1.0000,23h10m29.26s,347.6219227,+57d01m46.13s,57.0294818,372.4050000,2014-11-19
HD 240237 b,HD 240237,1,1,Radial Velocity,2011,McDonald Observatory,0,745.70001000,1.920000,,,,,5050.31870,15.89000,Msini,,0.400000,,,0,,3926.00,71.23,8.76,,,,,23h15m42.22s,348.9259334,+58d02m35.60s,58.0432233,933.3770000,2018-09-04
HD 24040 b,HD 24040,1,2,Radial Velocity,2006,W. M. Keck Observatory,0,3668.00000000,4.920000,,,,,1226.82380,3.86000,Msini,,0.040000,,,0,,5802.00,1.30,1.11,,,,,03h50m23.09s,57.5962104,+17d28m31.03s,17.4752873,46.6224000,2018-09-04
HD 24040 c,HD 24040,1,2,Radial Velocity,2021,Multiple Observatories,0,515.40000000,1.300000,,,,,63.88351,0.20100,Msini,,0.110000,,,0,,5776.49,1.39,1.10,,,,,03h50m23.09s,57.5962104,+17d28m31.03s,17.4752873,46.6224000,2021-09-20
HD 24064 b,HD 24064,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,535.59998000,1.290000,,,,,4096.82870,12.89000,Msini,,0.350000,,,0,,4052.00,40.00,1.61,,,,,03h56m36.24s,59.1510071,+74d04m48.28s,74.0800789,300.2470000,2018-09-04
HD 24085 b,HD 24085,1,1,Radial Velocity,2019,Las Campanas Observatory,0,2.04550000,0.034000,,,,,11.80000,0.03713,Msini,,0.220000,,,0,G0 V,6034.00,,1.22,,,,,03h45m01.52s,56.2563447,-70d01m28.27s,-70.0245193,54.9004000,2019-05-20
HD 25015 b,HD 25015,1,1,Radial Velocity,2019,La Silla Observatory,0,6134.42699930,6.245213,,,2866.32778,9.01848,2866.32778,9.01848,Mass,,0.340768,,,0,,,,0.86,,,,,03h57m44.05s,59.4335463,-20d16m02.40s,-20.2673347,37.4330000,2022-09-19
HD 25171 b,HD 25171,2,1,Radial Velocity,2010,La Silla Observatory,0,1802.29000000,2.971000,,,,,290.81445,0.91500,Msini,,0.042000,,,0,,6125.00,1.23,1.08,,4.802,,,03h55m49.79s,58.9574779,-65d11m10.77s,-65.1863239,55.6146000,2019-06-24
HD 25723 b,HD 25723,1,1,Radial Velocity,2020,Lick Observatory,0,457.01000000,1.490000,,,,,794.57102,2.50000,Msini,,0.040000,,,0,K1 III,4766.00,13.76,2.12,1.944,0.950,,3.6600,04h04m22.73s,61.0947182,-12d47m32.01s,-12.7922241,114.8160000,2021-10-25
HD 25912 b,HD 25912,1,2,Radial Velocity,2022,Multiple Observatories,0,41.83156448,0.241872,,,,,38.02619,0.11964,Msini,,0.050177,,,0,,,,1.08,,,,,04h03m37.80s,60.9074988,-51d55m53.42s,-51.9315058,49.1661000,2022-09-21
HD 25912 c,HD 25912,1,2,Radial Velocity,2022,Multiple Observatories,0,26308.65618751,17.779459,,,5253.17758,16.52835,5253.17758,16.52835,Mass,,0.051292,,,0,,,,1.08,,,,,04h03m37.80s,60.9074988,-51d55m53.42s,-51.9315058,49.1661000,2022-09-19
HD 260655 b,HD 260655,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.76953000,0.029330,1.240,0.111,2.14000,0.00673,2.14000,0.00673,Mass,6.20000,0.039000,42.20,709,0,M0 V,3803.00,0.44,0.44,-1.440,5.000,7.3000,2.0000,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,2022-06-27
HD 260655 c,HD 260655,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,5.70588000,0.047490,1.533,0.137,3.09000,0.00972,3.09000,0.00972,Mass,4.70000,0.038000,16.10,557,0,M0 V,3803.00,0.44,0.44,-1.440,5.000,7.3000,2.0000,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055000,2022-06-27
HD 26161 b,HD 26161,1,1,Radial Velocity,2021,Multiple Observatories,0,32000.00000000,20.400000,,,,,4290.68349,13.50000,Msini,,0.820000,,,0,,6057.62,1.46,1.13,,,,,04h09m38.93s,62.4122255,+31d39m08.76s,31.6524346,40.9128000,2021-09-20
HD 2638 b,HD 2638,3,1,Radial Velocity,2005,La Silla Observatory,0,3.44420000,0.040000,,,,,133.48860,0.42000,Msini,,0.000000,,,0,,5186.00,0.94,0.77,,,,,00h29m59.76s,7.4990038,-05d45m53.86s,-5.7649600,54.9621000,2018-09-04
HD 2685 b,HD 2685,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,4.12688000,0.056800,16.141,1.440,371.86110,1.17000,371.86110,1.17000,Mass,,0.091000,,2061,0,,6801.00,1.56,1.43,0.668,1.310,,15.4000,00h29m18.94s,7.3289156,-76d18m14.52s,-76.3040320,196.8520000,2019-10-18
HD 26965 b,HD 26965,3,1,Radial Velocity,2018,Multiple Observatories,0,42.37800000,,,,,,8.47000,0.02665,Msini,,0.040000,,,0,K0 V,5072.00,0.87,0.78,,6.900,,,04h15m13.98s,63.8082666,-07d40m03.37s,-7.6676027,5.0354500,2018-08-06
HD 27442 b,HD 27442,2,1,Radial Velocity,2000,Anglo-Australian Telescope,0,428.10000000,1.271000,,,,,495.80000,1.56000,Msini,,0.060000,,,0,,4846.00,,1.23,,,,2.8000,04h16m28.93s,64.1205476,-59d18m10.36s,-59.3028771,18.2704000,2014-07-23
HD 27631 b,HD 27631,1,1,Radial Velocity,2012,La Silla Observatory,0,2198.14000000,3.242000,,,,,474.83802,1.49400,Msini,,0.141000,,,0,,5737.00,0.92,0.94,,4.010,,,04h19m45.41s,64.9392168,-41d57m38.38s,-41.9606604,50.2862000,2019-06-24
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,La Silla Observatory,0,18.01938802,0.125367,,,,,196.85951,0.61939,Msini,,0.046978,,,0,,,,0.81,,,,,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,2022-09-21
HD 27894 c,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,0,36.07000000,0.198000,,,,,51.48846,0.16200,Msini,,0.015000,,,0,K2 V,,,0.80,,,,,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,2017-06-13
HD 27894 d,HD 27894,1,3,Radial Velocity,2017,La Silla Observatory,0,5019.54243994,5.359964,,,2155.40718,6.78167,2155.40718,6.78167,Mass,,0.342834,,,0,,,,0.81,,,,,04h20m47.42s,65.1975693,-59d24m34.84s,-59.4096776,43.8214000,2022-09-19
HD 27969 b,HD 27969,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,654.50000000,1.552000,,,,,1525.57635,4.80000,Msini,,0.182000,0.76,261,0,G0 V,5966.00,1.27,1.16,,,,4.1000,04h26m49.64s,66.7068364,+42d54m31.39s,42.9087200,67.9328000,2021-07-26
HD 28109 b,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,22.89104000,0.135700,2.199,0.196,18.49600,0.05819,18.49600,0.05819,Mass,,0.330700,,881,0,F8/G0 V,6120.00,1.45,1.26,,1.100,,7.7000,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,2022-06-08
HD 28109 c,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,56.00819000,0.308000,4.230,0.377,7.94300,0.02499,7.94300,0.02499,Mass,,0.120300,,585,1,F8/G0 V,6120.00,1.45,1.26,,1.100,,7.7000,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,2022-06-08
HD 28109 d,HD 28109,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,84.25999000,0.411000,3.250,0.290,5.68100,0.01787,5.68100,0.01787,Mass,,0.086400,,506,1,F8/G0 V,6120.00,1.45,1.26,,1.100,,7.7000,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.6110000,2022-06-08
HD 28185 b,HD 28185,1,2,Radial Velocity,2001,La Silla Observatory,0,385.52775151,1.034659,,,,,1853.51476,5.83181,Msini,,0.054512,,,0,,,,0.99,,,,,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809000,2022-09-21
HD 28185 c,HD 28185,1,2,Radial Velocity,2022,Multiple Observatories,0,17417.92078705,13.109497,,,6224.47064,19.58437,6224.47064,19.58437,Mass,,0.119580,,,0,,,,0.99,,,,,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,39.3809000,2022-09-19
HD 28192 b,HD 28192,1,1,Radial Velocity,2022,Multiple Observatories,0,14.23283446,0.117885,,,,,98.81588,0.31091,Msini,,0.104204,,,0,,,,1.08,,,,,04h26m48.78s,66.7032517,-01d43m28.14s,-1.7244842,49.8063000,2022-09-21
HD 28254 b,HD 28254,2,1,Radial Velocity,2010,La Silla Observatory,0,1116.00000000,2.150000,,,,,368.67000,1.16000,Msini,,0.810000,,,0,G1 IV/V,5664.00,1.48,1.06,0.340,,,2.5000,04h24m50.60s,66.2108141,-50d37m22.11s,-50.6228081,55.2884000,2014-11-19
HD 285507 b,HD 285507,1,1,Radial Velocity,2013,Fred Lawrence Whipple Observatory,0,6.08810000,0.060000,,,,,311.47340,0.98000,Msini,,0.090000,,,0,,4503.00,0.69,0.82,,,,,04h07m01.36s,61.7556630,+15d20m05.80s,15.3349441,45.0293000,2018-09-04
HD 285968 b,HD 285968,1,1,Radial Velocity,2008,La Silla Observatory,0,8.78360000,0.066000,,,,,8.40000,0.02600,Msini,,0.000000,,450,0,M2 V,,,0.50,-1.658,,,0.8000,04h42m56.49s,70.7353853,+18d57m12.09s,18.9533580,9.4704500,2014-11-19
HD 28678 b,HD 28678,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,380.20000000,1.180000,,,,,490.09386,1.54200,Msini,,0.149000,,,0,,4972.00,6.48,1.53,,,,,04h31m25.46s,67.8560643,+04d34m30.90s,4.5752495,189.9080000,2018-12-03
HD 29021 b,HD 29021,1,1,Radial Velocity,2017,Haute-Provence Observatory,0,1362.30000000,2.280000,,,,,762.79200,2.40000,Msini,,0.459000,,,0,G5,5560.00,0.85,0.85,,7.400,,2.7000,04h37m52.35s,69.4681379,+60d40m34.67s,60.6762985,30.9939000,2017-03-02
HD 290327 b,HD 290327,1,1,Radial Velocity,2009,La Silla Observatory,0,2443.00000000,3.430000,,,,,772.32690,2.43000,Msini,,0.080000,,,0,,5505.00,0.95,0.84,,,,,05h23m21.60s,80.8399887,-02d16m40.94s,-2.2780391,56.4330000,2018-09-04
HD 29399 b,HD 29399,1,1,Radial Velocity,2022,La Silla Observatory,0,892.70000000,1.913000,,,,,498.99060,1.57000,Msini,,0.050000,,,0,K1 III,4845.00,4.50,1.17,1.002,6.200,,,04h33m33.68s,68.3903471,-62d49m25.53s,-62.8237576,44.1518000,2021-11-18
HD 2952 b,HD 2952,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,0,311.60001000,1.230000,,,,,435.42710,1.37000,Msini,,0.130000,,,0,,4844.00,10.76,1.97,,,,,00h33m10.52s,8.2938367,+54d53m41.34s,54.8948177,110.1030000,2018-09-04
HD 29985 b,HD 29985,1,1,Radial Velocity,2022,Multiple Observatories,0,20608.14048834,13.283797,,,1881.53397,5.91997,1881.53397,5.91997,Mass,,0.261318,,,0,,,,0.75,,,,,04h42m05.20s,70.5216589,-33d55m15.85s,-33.9210696,31.2707000,2022-09-19
HD 30177 b,HD 30177,1,2,Radial Velocity,2002,Anglo-Australian Telescope,0,2514.53421506,3.603011,,,2761.28875,8.68799,2761.28875,8.68799,Mass,,0.206645,,,0,,,,0.98,,,,,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867000,2022-09-19
HD 30177 c,HD 30177,1,2,Radial Velocity,2016,Multiple Observatories,0,12085.45185585,10.273072,,,2084.54271,6.55870,2084.54271,6.55870,Mass,,0.038869,,,0,,,,0.98,,,,,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,55.5867000,2022-09-19
HD 30562 b,HD 30562,1,1,Radial Velocity,2009,Lick Observatory,0,1157.00000000,2.340000,,,,,387.75260,1.22000,Msini,,0.760000,,,0,,5882.00,1.61,1.12,,,,,04h48m36.71s,72.1529519,-05d40m30.41s,-5.6751152,26.1597000,2018-09-04
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,La Silla Observatory,0,1684.00000000,2.690000,,,,,149.37000,0.47000,Msini,,0.180000,,,0,G9 V,5400.00,0.91,0.92,,4.800,,1.7000,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757,58.0844000,2015-01-08
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,W. M. Keck Observatory,0,847.00000000,1.850000,,,,,491.68301,1.54700,Msini,,0.061000,,,0,,4895.00,4.40,1.17,,,,,04h50m17.88s,72.5745099,-24d22m08.14s,-24.3689282,131.1990000,2018-12-03
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,466.00000000,1.260000,,,,,197.05460,0.62000,Msini,,0.300000,,,0,,6130.00,1.75,1.70,,,,,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103,58.1438000,2018-09-04
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,16.55350000,0.125400,,,,,10.47000,0.03290,Msini,,0.100000,,,0,G2 V,5898.00,,0.96,0.079,,,1.9000,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,2019-02-05
HD 31527 c,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,51.20530000,0.266300,,,,,14.16000,0.04450,Msini,,0.040000,,,0,G2 V,5898.00,,0.96,0.079,,,1.9000,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,2019-02-05
HD 31527 d,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,271.67370000,0.809800,,,,,11.82000,0.03720,Msini,,0.240000,,,0,G2 V,5898.00,,0.96,0.079,,,1.9000,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,2019-02-05
HD 3167 b,HD 3167,1,4,Transit,2016,K2,0,0.95965428,0.018020,1.627,0.145,4.73000,0.01488,4.73000,0.01488,Mass,5.50000,0.100000,,1777,0,,5300.00,0.87,0.85,-0.270,10.200,1.8173,,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,2022-10-18
HD 3167 c,HD 3167,1,4,Transit,2016,K2,0,29.84649480,0.178300,2.923,0.261,10.67000,0.03357,10.67000,0.03357,Mass,2.35000,0.150000,,565,0,,5300.00,0.87,0.85,-0.270,10.200,1.8173,,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,2022-10-18
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,Multiple Observatories,0,8.47830000,0.077030,,,,,5.03000,0.01583,Msini,,0.440000,,860,0,,5300.00,0.87,0.85,-0.270,10.200,1.8173,,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,2022-10-18
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),0,102.09000000,0.404800,,,,,9.74000,0.03065,Msini,,0.600000,,375,0,,5300.00,0.87,0.85,-0.270,10.200,1.8173,,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,2022-10-18
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,157.54000000,0.590000,,,,,966.16000,3.04000,Msini,,0.010000,,,0,K1 III,4580.00,10.22,1.13,,5.830,,1.2000,05h09m36.90s,77.4037569,+69d38m20.89s,69.6391355,122.1150000,2014-05-14
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,0,2372.00000000,3.410000,,,,,222.48100,0.70000,Msini,,0.070000,,,0,,5727.00,,0.94,,4.990,,,05h07m55.68s,76.9820146,+26d19m39.65s,26.3276805,38.0786000,2015-12-24
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,La Silla Observatory,0,3.38773000,0.040000,,,,,152.55840,0.48000,Msini,,0.000000,,,0,,5000.00,0.84,0.47,,,,,15h49m37.32s,237.4054997,-49d57m50.11s,-49.9639199,45.2989000,2018-09-04
HD 331093 b,HD 331093,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,621.62000000,1.440000,,,,,476.74261,1.50000,Msini,,0.590000,,,0,K0,5544.00,,1.03,,,,2.5000,19h42m28.80s,295.6200054,+31d44m22.36s,31.7395451,50.1928000,2021-05-28
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,0,330.00000000,1.074000,,,,,400.46379,1.26000,Msini,,0.049000,,,0,K0 III,5025.40,4.17,1.52,1.000,2.720,,2.0000,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,2022-06-27
HD 33142 c,HD 33142,1,3,Radial Velocity,2018,W. M. Keck Observatory,0,810.20000000,1.955000,,,,,282.86728,0.89000,Msini,,0.081000,,,0,K0 III,5025.40,4.17,1.52,1.000,2.720,,2.0000,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,2022-06-27
HD 33142 d,HD 33142,1,3,Radial Velocity,2022,Multiple Observatories,0,89.90000000,0.452000,,,,,63.56568,0.20000,Msini,,0.191000,,,0,K0 III,5025.40,4.17,1.52,1.000,2.720,,2.0000,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,2022-06-27
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,18.71204000,0.143600,9.718,0.867,77.55052,0.24400,77.55052,0.24400,Mass,0.46400,0.032000,98.09,876,0,F8,6089.00,1.28,1.13,0.305,4.300,0.7660,,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,80.6665000,2020-05-15
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,0,18.19910000,0.150800,,,,,104.56607,0.32900,Msini,,0.399000,,,0,G3/G5 V,5935.00,1.97,1.38,0.640,3.630,,,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623000,2018-09-25
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,Haute-Provence Observatory,0,388.00000000,1.100000,,,,,2892.10000,9.10000,Msini,,0.340000,,,0,F6 V,6250.00,,1.25,,3.000,,12.0000,05h22m33.10s,80.6378979,+79d13m54.66s,79.2318488,20.9531000,2014-12-03
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,0,551.40002000,1.600000,,,,,638.83830,2.01000,Msini,,0.150000,,,0,,4861.00,5.39,1.84,,,,,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.7790000,2018-09-04
